DB 0 MOTIF	1	MEME
 -94.5	0
 -93.5	1
 -92.5	0
 -91.5	0
 -90.5	0
 -89.5	1
 -88.5	2
 -87.5	2
 -86.5	1
 -85.5	0
 -84.5	1
 -83.5	0
 -82.5	0
 -81.5	0
 -80.5	1
 -79.5	0
 -78.5	0
 -77.5	1
 -76.5	0
 -75.5	2
 -74.5	0
 -73.5	0
 -72.5	1
 -71.5	1
 -70.5	1
 -69.5	0
 -68.5	1
 -67.5	1
 -66.5	0
 -65.5	2
 -64.5	3
 -63.5	1
 -62.5	1
 -61.5	2
 -60.5	1
 -59.5	0
 -58.5	3
 -57.5	3
 -56.5	1
 -55.5	4
 -54.5	1
 -53.5	1
 -52.5	1
 -51.5	2.5
 -50.5	0.5
 -49.5	0
 -48.5	4
 -47.5	0
 -46.5	4
 -45.5	2
 -44.5	2.5
 -43.5	2
 -42.5	1
 -41.5	4
 -40.5	2
 -39.5	2
 -38.5	2
 -37.5	2
 -36.5	4
 -35.5	1
 -34.5	1
 -33.5	2
 -32.5	5
 -31.5	6.16667
 -30.5	2
 -29.5	1
 -28.5	3.5
 -27.5	2
 -26.5	1
 -25.5	1
 -24.5	6
 -23.5	2
 -22.5	4
 -21.5	2
 -20.5	2
 -19.5	2
 -18.5	2
 -17.5	4.16667
 -16.5	7
 -15.5	4
 -14.5	4
 -13.5	10
 -12.5	2
 -11.5	6
 -10.5	4
  -9.5	4
  -8.5	7
  -7.5	0
  -6.5	8
  -5.5	4
  -4.5	4
  -3.5	2.16667
  -2.5	9
  -1.5	7
  -0.5	5
   0.5	4
   1.5	2
   2.5	8
   3.5	4
   4.5	6
   5.5	7
   6.5	8
   7.5	9
   8.5	6
   9.5	4.5
  10.5	8
  11.5	3
  12.5	2
  13.5	9
  14.5	4
  15.5	5
  16.5	3
  17.5	7
  18.5	3
  19.5	4
  20.5	1
  21.5	5
  22.5	4
  23.5	5
  24.5	3.66667
  25.5	5
  26.5	4
  27.5	3
  28.5	2
  29.5	4
  30.5	2.5
  31.5	4.5
  32.5	1
  33.5	5
  34.5	4
  35.5	3
  36.5	0
  37.5	4
  38.5	3
  39.5	2
  40.5	2
  41.5	2
  42.5	5.5
  43.5	3.5
  44.5	1
  45.5	4
  46.5	0
  47.5	1
  48.5	1
  49.5	1
  50.5	2
